,Title,select ''Title'' aa union 
1058,"As a anonymoususer, I want to have a training landing page with an intro section and a list of all training offerings and promote call for trainings, so that I can shop for training all with one page and we can have a call for trainings for selection.","select 1058 id,  'As a anonymoususer, I want to have a training landing page with an intro section and a list of all training offerings and promote call for trainings, so that I can shop for training all with one page and we can have a call for trainings for selection.' aa union "
1059,"As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.","select 1059 id,  'As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.' aa union "
1060,"As a anonymoususer, I want to find out where the coding lounge is and what time it is open, so that I can code with my friends.","select 1060 id,  'As a anonymoususer, I want to find out where the coding lounge is and what time it is open, so that I can code with my friends.' aa union "
1061,"As a administrator, I want to refund sponsorship money that was processed via stripe, so that people get their monies back.","select 1061 id,  'As a administrator, I want to refund sponsorship money that was processed via stripe, so that people get their monies back.' aa union "
1062,"As a authenticateduser, I want to find a link on the sponsorships page to become a $350 level sponsor, so that I can pay for and become a sponsor role.","select 1062 id,  'As a authenticateduser, I want to find a link on the sponsorships page to become a $350 level sponsor, so that I can pay for and become a sponsor role.' aa union "
1063,"As a anonymoususer, I want to See a list of attendeesAssociated with this company, so that I know who from this sponsor organization is attending.","select 1063 id,  'As a anonymoususer, I want to See a list of attendeesAssociated with this company, so that I know who from this sponsor organization is attending.' aa union "
1064,"As a authenticateduser, I want to identify myselfAs and pay for a $350 company sponsorship, so that I can easily become a sponsor at this level without having to interface with badcamp personnel to get a sponsorship.","select 1064 id,  'As a authenticateduser, I want to identify myselfAs and pay for a $350 company sponsorship, so that I can easily become a sponsor at this level without having to interface with badcamp personnel to get a sponsorship.' aa union "
1065,"As a administrator, I want to create and maintain venues, so that I can provide location details to help users find what they''re looking for.","select 1065 id,  'As a administrator, I want to create and maintain venues, so that I can provide location details to help users find what they''re looking for.' aa union "
1066,"As a anonymoususer, I want to view venue details, so that I can get a sense of the location and see the events happening there.","select 1066 id,  'As a anonymoususer, I want to view venue details, so that I can get a sense of the location and see the events happening there.' aa union "
1067,"As a anonymoususer, I want to see a list of the sessionsAssociated with sponsor attendees, so that I know where I can engage with this sponsor and where they are thought leaders.","select 1067 id,  'As a anonymoususer, I want to see a list of the sessionsAssociated with sponsor attendees, so that I know where I can engage with this sponsor and where they are thought leaders.' aa union "
1068,"As a authenticateduser, I want to See a payment page to pay for my individual sponsorshipsAs the third step of the registration process so that pay for my sponsorship.","select 1068 id,  'As a authenticateduser, I want to See a payment page to pay for my individual sponsorshipsAs the third step of the registration process so that pay for my sponsorship.' aa union "
1069,"As a administrator, I want toAssign sponsors to events, trainings and summits so that They will be featured on the sponsor detail page.","select 1069 id,  'As a administrator, I want toAssign sponsors to events, trainings and summits so that They will be featured on the sponsor detail page.' aa union "
1070,"As a anonymoususer, I want to see all events, trainings and summits that a sponsor is sponsoring so that I know where I can engage with this sponsor and where they are thought leaders.","select 1070 id,  'As a anonymoususer, I want to see all events, trainings and summits that a sponsor is sponsoring so that I know where I can engage with this sponsor and where they are thought leaders.' aa union "
1071,"As a authenticateduser, I want to Enter payment information and have my card charged for an individual sponsorship, so that I can pay for an individual sponsorship.","select 1071 id,  'As a authenticateduser, I want to Enter payment information and have my card charged for an individual sponsorship, so that I can pay for an individual sponsorship.' aa union "
1072,"As a sponsor, I want to link BADCamp attendees to my sponsorship page, so that I can show off our level of attendance.","select 1072 id,  'As a sponsor, I want to link BADCamp attendees to my sponsorship page, so that I can show off our level of attendance.' aa union "
1073,"As a authenticateduser, I want to update my user profile, so that I can connect with other Drupalists at BADCamp.","select 1073 id,  'As a authenticateduser, I want to update my user profile, so that I can connect with other Drupalists at BADCamp.' aa union "
1074,"As a anonymoususer, I want to sign up for the BADCamp newsletter, so that I can stay up to date with the latest communications about BADCamp.","select 1074 id,  'As a anonymoususer, I want to sign up for the BADCamp newsletter, so that I can stay up to date with the latest communications about BADCamp.' aa union "
1075,"As a administrator, I want to tag my blog posts for consumption by Drupal Planet, so that they will be listed on the Drupal Planet blog.","select 1075 id,  'As a administrator, I want to tag my blog posts for consumption by Drupal Planet, so that they will be listed on the Drupal Planet blog.' aa union "
1076,"As a administrator, I want to create blog posts, so that I can share the latest information about BADCamp with the public.","select 1076 id,  'As a administrator, I want to create blog posts, so that I can share the latest information about BADCamp with the public.' aa union "
1077,"As a anonymoususer, I want to read the blog, so that I can stay informed about all the latest happenings with BADCamp.","select 1077 id,  'As a anonymoususer, I want to read the blog, so that I can stay informed about all the latest happenings with BADCamp.' aa union "
1078,"As a sponsor, I want to sponsor a summit that matches my brand, so that I can get exposure to potential customers and otherwise tout my Drupal credentials.","select 1078 id,  'As a sponsor, I want to sponsor a summit that matches my brand, so that I can get exposure to potential customers and otherwise tout my Drupal credentials.' aa union "
1079,"As a attendee, I want to register for a summit, so that I can reserve my seat at the summit.","select 1079 id,  'As a attendee, I want to register for a summit, so that I can reserve my seat at the summit.' aa union "
1080,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","select 1080 id,  'As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.' aa union "
1081,"As a attendee, I want to see what summits I''m signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.","select 1081 id,  'As a attendee, I want to see what summits I''m signed up for, so that I can confirm my attendence and prevent myself from accidentally double-booking with a training or another summit.' aa union "
1082,"As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.","select 1082 id,  'As a summit coordinator, I want to see a list of attendees signed up for my summit, so that I can communicate with my attendees by email prior to the event.' aa union "
1083,"As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.","select 1083 id,  'As a summit coordinator, I want to list basic information about my summit, so that I can inform potential attendees on why they should attend my summit.' aa union "
1084,"As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.","select 1084 id,  'As a summit coordinator, I want to list sponsors for my summit, so that I can make sure sponsors feel rewarded and will be interested in sponsoring in future years.' aa union "
1085,"As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.","select 1085 id,  'As a summit coordinator, I want to list an agenda for my summit, so that I can entice attendees and give positive feedback to presenters to encourage participation.' aa union "
1086,"As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.","select 1086 id,  'As a anonymoususer, I want to see how many seats are left for the summit, so that I can make sure to register in-time to reserve my spot.' aa union "
1087,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I''m interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.","select 1087 id,  'As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I''m interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.' aa union "
1088,"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.","select 1088 id,  'As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.' aa union "
1089,"As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.","select 1089 id,  'As a anonymoususer, I want to learn about sponsorship levels, so that I can determine the right level of sponsorship for my organization.' aa union "
1090,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don''t have to know HTML to update my content.","select 1090 id,  'As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don''t have to know HTML to update my content.' aa union "
1091,"As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.","select 1091 id,  'As a sponsor, I want to Link to my sponsorship profile from my job listings, so that recruits can learn more about my organization.' aa union "
1092,"As a anonymoususer, I want to learn about posting jobsAs a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.","select 1092 id,  'As a anonymoususer, I want to learn about posting jobsAs a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.' aa union "
1093,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.","select 1093 id,  'As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.' aa union "
1094,"As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.","select 1094 id,  'As a authenticateduser, I want to view the job board, so that I can look for an interesting Drupal gig!.' aa union "
1095,"As a administrator, I want toAssign a room to a time slot and a location, so that I can populate the schedule .","select 1095 id,  'As a administrator, I want toAssign a room to a time slot and a location, so that I can populate the schedule .' aa union "
1096,"As a anonymoususer, I want to see the schedule, so that I can plan my day and figure out where to go!.","select 1096 id,  'As a anonymoususer, I want to see the schedule, so that I can plan my day and figure out where to go!.' aa union "
1097,"As a anonymoususer, I want to see the final list of sessions approved, so that I can see what''s going on at BADCamp .","select 1097 id,  'As a anonymoususer, I want to see the final list of sessions approved, so that I can see what''s going on at BADCamp .' aa union "
1098,"As a administrator, I want to bulk approve sessionsAs accepted, so that I can save time.","select 1098 id,  'As a administrator, I want to bulk approve sessionsAs accepted, so that I can save time.' aa union "
1099,"As a administrator, I want to mark a sessionAs accepted, so that I can populate the schedule .","select 1099 id,  'As a administrator, I want to mark a sessionAs accepted, so that I can populate the schedule .' aa union "
1100,"As a anonymoususer, I want to receive a notification when sessions have been evaluated, so that I know whether I''ve been accepted or rejected.","select 1100 id,  'As a anonymoususer, I want to receive a notification when sessions have been evaluated, so that I know whether I''ve been accepted or rejected.' aa union "
1101,"As a anonymoususer, I want to receive a notification when I submit a session, so that know that my session went through ok.","select 1101 id,  'As a anonymoususer, I want to receive a notification when I submit a session, so that know that my session went through ok.' aa union "
1102,"As a authenticateduser, I want to edit my session, so that if I make a mistake, I can correct it.","select 1102 id,  'As a authenticateduser, I want to edit my session, so that if I make a mistake, I can correct it.' aa union "
1103,"As a anonymoususer, I want to register to speak at BADCamp, so that I submit a session.","select 1103 id,  'As a anonymoususer, I want to register to speak at BADCamp, so that I submit a session.' aa union "
1104,"As a authenticateduser, I want to submit a session at BADCAMP, so that I can get my session evaluated.","select 1104 id,  'As a authenticateduser, I want to submit a session at BADCAMP, so that I can get my session evaluated.' aa union "
1105,"As a sponsor, I want to personalize my sponsorship page, so that I can promote my brand.","select 1105 id,  'As a sponsor, I want to personalize my sponsorship page, so that I can promote my brand.' aa union "
1106,"As a anonymoususer, I want to see a list of all the summits that include when they are, so that I can determine which summit I want to attend.","select 1106 id,  'As a anonymoususer, I want to see a list of all the summits that include when they are, so that I can determine which summit I want to attend.' aa union "
1107,"As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.","select 1107 id,  'As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.' aa union "
1108,"As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.","select 1108 id,  'As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.' aa union "
1109,"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.","select 1109 id,  'As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.' aa union "
1110,"As a anonymoususer, I want to find session information, so that I can go to a session.","select 1110 id,  'As a anonymoususer, I want to find session information, so that I can go to a session.' aa union "
1111,"As a PI, I want to properly record all metadata, so that I can ensure proper running of the project in case of staff changes.","select 1111 id,  'As a PI, I want to properly record all metadata, so that I can ensure proper running of the project in case of staff changes.' aa union "
1112,"As a researcher, I want to indicate where my data will be stored during the project and where after the project, so that it remains accessible during all stages of the data lifecycle.","select 1112 id,  'As a researcher, I want to indicate where my data will be stored during the project and where after the project, so that it remains accessible during all stages of the data lifecycle.' aa union "
1113,"As a researcher, I want to import metadata that I captured with a metadata tool, so that I do not have to capture it again in a DMP.","select 1113 id,  'As a researcher, I want to import metadata that I captured with a metadata tool, so that I do not have to capture it again in a DMP.' aa union "
1114,"As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers.","select 1114 id,  'As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers.' aa union "
1115,"As a repository owner, I want to be able to check the planned provenance of the data that will be submitted at the end of a project, so that I can calculate necessary submission fees and check whether it belongs to our target group.","select 1115 id,  'As a repository owner, I want to be able to check the planned provenance of the data that will be submitted at the end of a project, so that I can calculate necessary submission fees and check whether it belongs to our target group.' aa union "
1116,"As an IT manager, I want to know about IT resource requirements early in the project lifecycle, so that I can enable resource acquisition planning.","select 1116 id,  'As an IT manager, I want to know about IT resource requirements early in the project lifecycle, so that I can enable resource acquisition planning.' aa union "
1117,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.","select 1117 id,  'As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.' aa union "
1118,"As an IT staff member, I want to know the security requirements of the data, so that I know which kind of security measures to apply.","select 1118 id,  'As an IT staff member, I want to know the security requirements of the data, so that I know which kind of security measures to apply.' aa union "
1119,"As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detailAs the study proceeds.","select 1119 id,  'As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detailAs the study proceeds.' aa union "
1120,"As a researcher, I want to know which topics are mandatory and similar in all DMPs, so that I can save time through quickly writing it.","select 1120 id,  'As a researcher, I want to know which topics are mandatory and similar in all DMPs, so that I can save time through quickly writing it.' aa union "
1121,"As a data manager, I want to know what the content of the data is, so that I can decide to which collection or repository the data fits.","select 1121 id,  'As a data manager, I want to know what the content of the data is, so that I can decide to which collection or repository the data fits.' aa union "
1122,"As a PI, I want to record information about my DMP, so that an Ethics Committee can review this for compliance with ethical standards.","select 1122 id,  'As a PI, I want to record information about my DMP, so that an Ethics Committee can review this for compliance with ethical standards.' aa union "
1123,"As a legalofficer, I want to know about data sensitivity, so that I can establish sharing options.","select 1123 id,  'As a legalofficer, I want to know about data sensitivity, so that I can establish sharing options.' aa union "
1124,"As a data librarian, I want to extract pointers from the DMP to metadata held in other systems, so that I can import this metadata into a data catalogue.","select 1124 id,  'As a data librarian, I want to extract pointers from the DMP to metadata held in other systems, so that I can import this metadata into a data catalogue.' aa union "
1125,"As an IT staff member, I want to have an estimate of the produced data volume, so that I can plan the overall storage consumption.","select 1125 id,  'As an IT staff member, I want to have an estimate of the produced data volume, so that I can plan the overall storage consumption.' aa union "
1126,"As an administrator, I want to know who funded the project and their requirements, so that I can track the funder specific obligations.","select 1126 id,  'As an administrator, I want to know who funded the project and their requirements, so that I can track the funder specific obligations.' aa union "
1127,"As an archivemanager, I want to know the legal status of data, so that I can apply the legal requirements accordingly.","select 1127 id,  'As an archivemanager, I want to know the legal status of data, so that I can apply the legal requirements accordingly.' aa union "
1128,"As a data manager, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.","select 1128 id,  'As a data manager, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.' aa union "
1129,"As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.","select 1129 id,  'As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.' aa union "
1130,"As an archivemanager, I want to know in advance the conservation period of data, so that I can better organize the service by adapting the preservation actions.","select 1130 id,  'As an archivemanager, I want to know in advance the conservation period of data, so that I can better organize the service by adapting the preservation actions.' aa union "
1131,"As a data manager, I want to document all rights necessary for managing the data, so that I can curate and preserve the data.","select 1131 id,  'As a data manager, I want to document all rights necessary for managing the data, so that I can curate and preserve the data.' aa union "
1132,"As a data manager, I want to know what the content of the data is, so that I can check whether the necessary expertise for maintaining intellectual reusability is available.","select 1132 id,  'As a data manager, I want to know what the content of the data is, so that I can check whether the necessary expertise for maintaining intellectual reusability is available.' aa union "
1133,"As a research head, I want to access to the persistent identifiers of datasets provided in the DMP, so that I can check that the DMP has been implemented.","select 1133 id,  'As a research head, I want to access to the persistent identifiers of datasets provided in the DMP, so that I can check that the DMP has been implemented.' aa union "
1134,"As a funder, I want to be able to read the costs for data management from the DMP, so that I can check whether our policies workAs intended.","select 1134 id,  'As a funder, I want to be able to read the costs for data management from the DMP, so that I can check whether our policies workAs intended.' aa union "
1135,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.","select 1135 id,  'As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.' aa union "
1136,"As a stakeholder, I want to know when the data management plan was created or updated, so that I know how up-to-date the plan is or whether it needs to be updated.","select 1136 id,  'As a stakeholder, I want to know when the data management plan was created or updated, so that I know how up-to-date the plan is or whether it needs to be updated.' aa union "
1137,"As a stakeholder, I want to know who is responsible for the DMP, so that I canAsk them about further details.","select 1137 id,  'As a stakeholder, I want to know who is responsible for the DMP, so that I canAsk them about further details.' aa union "
1138,"As a stakeholder, I want to have references to the project proposal, so that I can look up further general information.","select 1138 id,  'As a stakeholder, I want to have references to the project proposal, so that I can look up further general information.' aa union "
1139,"As a metadata manager, I want to have a short description of project, so that I can be informed about the metadata description.","select 1139 id,  'As a metadata manager, I want to have a short description of project, so that I can be informed about the metadata description.' aa union "
1140,"As a rector, I want to know how many data will be stored, so that I can plan long term resources.","select 1140 id,  'As a rector, I want to know how many data will be stored, so that I can plan long term resources.' aa union "
1141,"As a data manager, I want to know the time plan for collecting data, so that I can plan the data management.","select 1141 id,  'As a data manager, I want to know the time plan for collecting data, so that I can plan the data management.' aa union "
1142,"As a data librarian, I want to import administrative information regarding a project into DMP, so that I can prepopulate the DMP.","select 1142 id,  'As a data librarian, I want to import administrative information regarding a project into DMP, so that I can prepopulate the DMP.' aa union "
1143,"As a manager, I want to know about all resources and services used for the data, so that I can estimate the true cost of the project.","select 1143 id,  'As a manager, I want to know about all resources and services used for the data, so that I can estimate the true cost of the project.' aa union "
1144,"As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation.","select 1144 id,  'As an archivemanager, I want to reuse the information regarding file format, so that I can apply automated checks for the file validation.' aa union "
1145,"As a researcher, I want to know how many resources are needed during the project, so that I can calculate costs.","select 1145 id,  'As a researcher, I want to know how many resources are needed during the project, so that I can calculate costs.' aa union "
1146,"As a researcher, I want to extract the description of the data collected, so that I can reuse it for the writing of a data paper.","select 1146 id,  'As a researcher, I want to extract the description of the data collected, so that I can reuse it for the writing of a data paper.' aa union "
1147,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","select 1147 id,  'As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.' aa union "
1148,"As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.","select 1148 id,  'As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.' aa union "
1149,"As a researcher, I want to store agreements relating to third party data used in a project, so that the data can be cited, attributed and used correctly.","select 1149 id,  'As a researcher, I want to store agreements relating to third party data used in a project, so that the data can be cited, attributed and used correctly.' aa union "
1150,"As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.","select 1150 id,  'As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.' aa union "
1151,"As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system.","select 1151 id,  'As a repository operator, I want to know about the kind of data, so that I can evaluate the storage size and system.' aa union "
1152,"As a researcher, I want to know about costs, so that I can plan my research.","select 1152 id,  'As a researcher, I want to know about costs, so that I can plan my research.' aa union "
1153,"As a repository manager, I need details on the type of data, so that I can check if the archiving can be arranged.","select 1153 id,  'As a repository manager, I need details on the type of data, so that I can check if the archiving can be arranged.' aa union "
1154,"As an IT officer, I want to know how secure data is, so that I can ensure legal compliance.","select 1154 id,  'As an IT officer, I want to know how secure data is, so that I can ensure legal compliance.' aa union "
1155,"As a funder, I want to know how secure data is, so that I can ensure legal compliance.","select 1155 id,  'As a funder, I want to know how secure data is, so that I can ensure legal compliance.' aa union "
1156,"As a Research Centre Director, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.","select 1156 id,  'As a Research Centre Director, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.' aa union "
1157,"As a Postgraduate Convenor, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.","select 1157 id,  'As a Postgraduate Convenor, I want to receive regular summary reports of research data, so that I understand trends in data use among staff and postgraduate students.' aa union "
1158,"As a research support officer, I want to ensure compliance to the funders’ rules, so that I can ensure all costs will be accepted.","select 1158 id,  'As a research support officer, I want to ensure compliance to the funders’ rules, so that I can ensure all costs will be accepted.' aa union "
1159,"As a funder, I want to be able to check all the repositories mentioned in a DMP, so that I can verify whether the project has followed our funding rules.","select 1159 id,  'As a funder, I want to be able to check all the repositories mentioned in a DMP, so that I can verify whether the project has followed our funding rules.' aa union "
1160,"As a PI, I want to plan what kind of data I want to store, so that I can ensure it will be possible to store it.","select 1160 id,  'As a PI, I want to plan what kind of data I want to store, so that I can ensure it will be possible to store it.' aa union "
1161,"As a PI, I want to know how secure data is, so that I can ensure legal compliance.","select 1161 id,  'As a PI, I want to know how secure data is, so that I can ensure legal compliance.' aa union "
1162,"As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classifiedAs sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.","select 1162 id,  'As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classifiedAs sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.' aa union "
1163,"As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.","select 1163 id,  'As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.' aa union "
1164,"As a researcher, I want to know how long it will take to archive, so that I can plan further steps.","select 1164 id,  'As a researcher, I want to know how long it will take to archive, so that I can plan further steps.' aa union "
1165,"As a PI, I want to know who owns the data, so that I know what I am allowed to do with it.","select 1165 id,  'As a PI, I want to know who owns the data, so that I know what I am allowed to do with it.' aa union "
1166,"As a data manager, I want to have references to documentation of the data and its creation process, so that the data can be re-used and managed.","select 1166 id,  'As a data manager, I want to have references to documentation of the data and its creation process, so that the data can be re-used and managed.' aa union "
1167,"As an archivemanager, I want to make sure that detailed metadata areAssociated to data so that it will be understandable by future users.","select 1167 id,  'As an archivemanager, I want to make sure that detailed metadata areAssociated to data so that it will be understandable by future users.' aa union "
1168,"As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.","select 1168 id,  'As a data manager, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.' aa union "
1169,"As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.","select 1169 id,  'As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can ensure that the necessary technical resources and technical know-how is available.' aa union "
1170,"As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required.","select 1170 id,  'As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required.' aa union "
1171,"As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained.","select 1171 id,  'As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained.' aa union "
1172,"As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.","select 1172 id,  'As an IT staff member, I want to know which formats are used, so that I can determine what kind of technical services and functionalities are required.' aa union "
1173,"As an IT staff member, I want to know with which software or technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.","select 1173 id,  'As an IT staff member, I want to know with which software or technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.' aa union "
1174,"As a data manager, I want to know which information is necessary to re-use the data, so that it can be checked whether all necessary information is available for researchers interested in re-using the data.","select 1174 id,  'As a data manager, I want to know which information is necessary to re-use the data, so that it can be checked whether all necessary information is available for researchers interested in re-using the data.' aa union "
1175,"As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data.","select 1175 id,  'As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data.' aa union "
1176,"As a data manager, I want to know whether the data can be reproduced efficiently, so that I can determine whether and how the data has to be stored.","select 1176 id,  'As a data manager, I want to know whether the data can be reproduced efficiently, so that I can determine whether and how the data has to be stored.' aa union "
1177,"As a data manager, I want to know with which software or technology the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.","select 1177 id,  'As a data manager, I want to know with which software or technology the data is produced or used, so that I know what technology or background information might be necessary to (re-)use the data.' aa union "
1178,"As a research evaluation manager, I want to ensure all data are quoted correctly with our affiliation, so that they are counted towards our citation counts.","select 1178 id,  'As a research evaluation manager, I want to ensure all data are quoted correctly with our affiliation, so that they are counted towards our citation counts.' aa union "
1179,"As an administrator, I want to check that all data has the appropriate security level, so that I can demonstrate compliance.","select 1179 id,  'As an administrator, I want to check that all data has the appropriate security level, so that I can demonstrate compliance.' aa union "
1180,"As a data manager, I want to know the security requirements of the data, so that I can check whether the data can be kept secure.","select 1180 id,  'As a data manager, I want to know the security requirements of the data, so that I can check whether the data can be kept secure.' aa union "
1181,"As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.","select 1181 id,  'As a institutional data steward, I want to be able to extract the data sets that are submitted to external repositories, so that I can add them to an institutional data catalogue.' aa union "
1182,"As an institutional data manager, I want to know about the privacy and security requirements of the data, so that I can plan the right storage system and sharing permissions.","select 1182 id,  'As an institutional data manager, I want to know about the privacy and security requirements of the data, so that I can plan the right storage system and sharing permissions.' aa union "
1183,"As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts.","select 1183 id,  'As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts.' aa union "
1184,"As a researcher, I want to see the sections on roles submitted by other researchers in my department, so that I can see if we could share data manager posts.","select 1184 id,  'As a researcher, I want to see the sections on roles submitted by other researchers in my department, so that I can see if we could share data manager posts.' aa union "
1185,"As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts.","select 1185 id,  'As a researcher, I want to see the sections on responsibilities submitted by other researchers in my department, so that I can see if we could share data manager posts.' aa union "
1186,"As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.","select 1186 id,  'As a faculty data steward, I want to see the sections on costing, so that I can ensure sufficient expertise on data management to support the project.' aa union "
1187,"As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.","select 1187 id,  'As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.' aa union "
1188,"As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project.","select 1188 id,  'As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project.' aa union "
1189,"As a data manager, I want to clarify the necessary rights for re-using the data, so that it is legal to reuse the data.","select 1189 id,  'As a data manager, I want to clarify the necessary rights for re-using the data, so that it is legal to reuse the data.' aa union "
1190,"As a researcher, I want to record my intention to share data I have collected under terms of a particular licence, so that other researchers who use the data understand the rights of use.","select 1190 id,  'As a researcher, I want to record my intention to share data I have collected under terms of a particular licence, so that other researchers who use the data understand the rights of use.' aa union "
1191,"As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the researchAs goodAs possible and still ensure reusability of data.","select 1191 id,  'As a data manager, I want to plan the anonymization of data, so that we protect the privacy of the people participating in the researchAs goodAs possible and still ensure reusability of data.' aa union "
