Story,Word,Tag
story 5441, to manage subject classifications for ease of patron browsing and searching.,Fun
story 5350, to mark report/dataset not to be emailed/viewable due to error being discovered.,Fun
story 5579, to search for administrator accounts using full/partial email or name.,Fun
story 5553, to see a list of all administrators for ease of administering accounts.,Fun
story 5400, to see list of subscribers for specified report in order research missing report complaints.,Fun
story 5545, to set up or delete accounts for other administrators with various levels of permission.,Fun
story 5565, to unpublish a report/dataset if requested to do so by USDA agency.,Fun
story 5483, to upload new version of report/dataset while retaining previous versions for patron use.,Fun
story 5477, to upload revised report/dataset due to error in report/document.,Fun
story 5574, to add future release dates of reports/datasets to calendar for patron FYI.,Fun
story 5594," to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.",Fun
story 5542, to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.,Fun
story 5562, to have robust searching and tracking features for existing and newly created patron accounts.,Fun
story 5492," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5498," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5536, to login to personal account with access to authorized functions.,Fun
story 4632, see the sections on costing by other researchers in my department,Fun
story 4639, see the sections on responsibilities submitted by other researchers in my department,Fun
story 4637, see the sections on responsibilities submitted by other researchers in my department,Fun
story 4638, see the sections on responsibilities submitted by other researchers in my department,Fun
story 4636, see the sections on roles submitted by other researchers in my department,Fun
story 4634, see the sections on roles submitted by other researchers in my department,Fun
story 4635, see the sections on roles submitted by other researchers in my department,Fun
story 5259, share reports I've written,Fun
story 4367, to be able to take control over some functions to provide the desired user experience.,Fun
story 4368, to be able to take control over some functions to provide the desired user experience.,Fun
story 4370, to be able to take control over some functions to provide the desired client experience.,Fun
story 4369, to be able to take control over some functions to provide the desired customer experience.,Fun
story 4371, to be able to take control over some functions to provide the desired end user experience.,Fun
story 3763, to allow some collections the option of setting an embargo date at deposit.,Fun
story 3841," to be able require authentication to access objects unless the request is coming from a whitelisted IP address, list of addresses.",Fun
story 3820, canonically identify authors and creators of my items by unique identifier,Fun
story 3839, to change permissions on one or more items simultaneously.,Fun
story 3761, to create deposit forms specific to the collection.,Fun
story 3825, to create groups of users to manage permissions in the repository in an easy way.,Fun
story 3748, to have a summary of all remote replication status at collection level on my dashboard.,Fun
story 3791, to have a tool to perform author authority control.,Fun
story 3765, to have item metadata to be discoverable while the item is under embargo.,Fun
story 3759, to have items be made available under the permissions they were configured once the embargo date has been reached.,Fun
story 3818, to have metadata changes made to items with repository-assigned DOIs to be propagated to the EZID.,Fun
story 3752," to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site.",Fun
story 3769, to have the item to be allowed under the access permissions set on the object after the embargo data is reached.,Fun
story 3742, to have the repository queue my collection for replication upon ingest to our remote storage site and to display the remote replication status in each item and component page in the staff interface.,Fun
story 3756, to lift an embargo for an object in a simple way.,Fun
story 3726, map an item or items from one collection to another,Fun
story 3793, to move items from one collection to another.,Fun
story 3827, to restrict access to my collection or items to Duke IP addresses.,Fun
story 3812, to see a dashboard widget showing a summary of recent submissions to my collection.,Fun
story 3822, to see the referers for visitors who use resolver-abstracted links to reach my items.,Fun
story 3716, to see the scheduled records deletion date be displayed on the item and component pages.,Fun
story 3712, to set a date after which data will expire and be deleted or hidden then deleted.,Fun
story 3848, to view the permission on my objects all together.,Fun
story 3831, users to contact me directly from the repository to request access to restricted objects.,Fun
story 3833, to have submitters to my collection to be unable to modify existing items in that collection.,Fun
story 5990, create an Other Course (?) or Event that is not charged a listing fee. This i,Fun
story 5974, edit any site member profil,Fun
story 6050,ed ads so I can correct small problems or make sure each ad complies with site guidelines.,Fun
story 5968, read practicing and training applications and approve or reject the,Fun
story 6088," see the results for each practitioner and averages for the class (for all trainers), s",Fun
story 6117," set the annual fees for members, Practitioners and Trainer",Fun
story 5996, set the listing fee per Other Course or Even,Fun
story 6051,ed ads so I can correct small problems or make sure each ad complies with site guidelines.,Fun
story 3057, create an Other Course or Event that is not charged a listing fee,Fun
story 3043, edit any site member profile,Fun
story 3110, modify and delete help wanted ads,Fun
story 3037, read practicing and training applications and approve or reject them,Fun
story 3142, see the results for each practitioner and averages for the class,Fun
story 3160," set the annual fees for members, Practitioners and Trainers",Fun
story 3063, set the listing fee per Other Course or Event,Fun
story 3319, understand how other similar organizations are handling content,Fun
story 3310, understand how other similar organizations are handling visual design,Fun
story 3111, update and delete help wanted ads,Fun
story 6038, to post it.,Fun
story 6123," collection the annual fees for members, Practitioners and Trainer",Fun
story 6002, collection the listing fee per Other Course or Even,Fun
story 6009," delete any course or event, s",Fun
story 6044,ed ads so I can correct small problems or make sure each ad complies with site guidelines.,Fun
story 6124," group the annual fees for members, Practitioners and Trainer",Fun
story 6003, group the listing fee per Other Course or Even,Fun
story 5980, modify any site member profil,Fun
story 6082," see the results for each trainer and averages for the class (for all trainers), s",Fun
story 6125," set the annual fees for members, Practitioners and Trainer",Fun
story 6126," set the annual fees for members, Practitioners and Trainer",Fun
story 5981, update any site member profil,Fun
story 6094, view all classes in a pending stat,Fun
story 6032,ed ad before it gets to the site so that we’re sure of the quality of jobs being listed. Note: May not be needed long term.,Fun
story 6052, jobs to stop publishing on the site 30 days after being posted so that jobs that may have been filled aren’t still listed when the hiring party forgets to come back and delete the ad.,Fun
story 3092, approve each help wanted ad before it gets to the site,Fun
story 3098, be emailed whenever a job is submitted,Fun
story 3166," collection the annual fees for members, Practitioners and Trainers",Fun
story 3069, collection the listing fee per Other Course or Event,Fun
story 3076, delete any course or event,Fun
story 3104, edit and delete help wanted ads,Fun
story 3167," group the annual fees for members, Practitioners and Trainers",Fun
story 3070, group the listing fee per Other Course or Event,Fun
story 2207, help create content mockups,Fun
story 2394, to submit records for individual recipients without receiving a DUNS error.,Fun
story 2182, to Upload and Validate the error message to have accurate text.,Fun
story 2187, be synced with the FPDS data load,Fun
story 2291, derive fields,Fun
story 2328, to have PPoPZIP+4 work the sameAs the Legal Entity ZIP validations.,Fun
story 2407, have updated error codes that accurately reflect the logic and provide enough information,Fun
story 2209, help create content mockups,Fun
story 2396, to submit records for individual recipients without receiving a DUNS error.,Fun
story 2184, to Upload and Validate the error message to have accurate text.,Fun
story 2293," to emphasize the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.",Fun
story 2295," to ensure the Broker resources, validations, and P&P pages are updated accurately for the launch of FABS and DAIMS v1.1.",Fun
story 2294," to ensure the Broker resources, validations, and P&P pages are updated correctly for the launch of FABS and DAIMS v1.1.",Fun
story 2296," to ensure the Broker resources, validations, and P&P pages are updated properly for the launch of FABS and DAIMS v1.1.",Fun
story 2292," to guarantee the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.",Fun
story 2408, have updated error codes that appropriately reflect the logic and provide enough information,Fun
story 2409, have updated error codes that correctly reflect the logic and provide enough information,Fun
story 2410, have updated error codes that properly reflect the logic and provide enough information,Fun
story 6173, easily apply a license I buy to mysel,Fun
story 6174, easily apply a license I buy to mysel,Fun
story 6175, easily apply a license I buy to mysel,Fun
story 3477, be able to add parents,Fun
story 3363, be able to automatically create nametags for campers,Fun
story 3440, be able to create a registration form for both staff and kids,Fun
story 3483, be able to create groups and add campers to the groups,Fun
story 3396," to be able to create, modify rules that campers and camp workers has to follow.",Fun
story 3533, be able to delete campers from the database,Fun
story 3547, be able to delete parents from the database,Fun
story 3511, be able to delete tasks/activities I scheduled,Fun
story 3339, be able to keep camper records from previous years,Fun
story 3447, be able to keep my information in one place,Fun
story 3351, be able to keep track of which camper submitted which forms,Fun
story 3434, be able to make nametags faster,Fun
story 3553, be able to modify a group's information,Fun
story 3517, be able to modify tasks/events I scheduled in case there is a change,Fun
story 3539, be able to modify the information of added parents,Fun
story 3525, be able to modify the information of enrolled campers,Fun
story 3462, be able to notify parents all at once,Fun
story 3333, be able to remove campers if they don't attend the camp anymore,Fun
story 3357, be able to schedule activities for campers,Fun
story 3499, be able to schedule tasks/activities for a specific camp group,Fun
story 3489, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3456, be able to see medical forms,Fun
story 3561, be able to see only events for a specific group/groups on the event calendar,Fun
story 3375, to be able to set a reminders related to specific tasks that has to be done.,Fun
story 3369, to be able to suspend a camper who had behavioral problems.,Fun
story 3345, be able to upload consent forms,Fun
story 3390, to be able to warn a camp worker who I think did his/her job inappropriate.,Fun
story 3383, be able toAssign different positions to the staff members,Fun
story 3468, be quickly log attendance everyday,Fun
story 3410, create an avenue so parents can submit feedback and general concerns,Fun
story 3404, keep track of the usage of internal camp facilities,Fun
story 3428, provide bi-weekly feedback to camper's parents,Fun
story 3422, store camper's immediate parent/guardian's information,Fun
story 3416, store campers' emergency information in a database,Fun
story 3381, to be able to collection a reminders related to specific tasks that has to be done.,Fun
story 3446, be able to create a registration form for both employee and kids,Fun
story 3402," to be able to create, edit rules that campers and camp workers has to follow.",Fun
story 3403," to be able to create, update rules that campers and camp workers has to follow.",Fun
story 3559, be able to edit a group's information,Fun
story 3523, be able to edit tasks/events I scheduled in case there is a change,Fun
story 3545, be able to edit the information of added parents,Fun
story 3531, be able to edit the information of enrolled campers,Fun
story 3382, to be able to group a reminders related to specific tasks that has to be done.,Fun
story 3454, be able to keep my information in one place,Fun
story 3453, be able to keep my information in one place,Fun
story 3455, be able to keep my information in one place,Fun
story 3505, be able to schedule tasks/activities for a specific camp collection,Fun
story 3507, be able to schedule tasks/activities for a specific camp group,Fun
story 3510, be able to schedule tasks/activities for a specific camp group,Fun
story 3508, be able to schedule tasks/activities for a specific camp group,Fun
story 3509, be able to schedule tasks/activities for a specific camp group,Fun
story 3506, be able to schedule tasks/activities for a specific camp set,Fun
story 3495, be able to see all my camp groups and the events scheduled for each camp collection,Fun
story 3497, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3498, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3496, be able to see all my camp groups and the events scheduled for each camp set,Fun
story 3560, be able to update a group's information,Fun
story 3524, be able to update tasks/events I scheduled in case there is a change,Fun
story 3546, be able to update the information of added parents,Fun
story 3532, be able to update the information of enrolled campers,Fun
story 3389, be able toAssign different positions to the employee members,Fun
story 3474, be immediately log attendance everyday,Fun
story 3476, be instantly log attendance everyday,Fun
story 3475, be rapidly log attendance everyday,Fun
story 3478, be able to add parents,Fun
story 3364, be able to automatically create nametags for campers,Fun
story 3441, be able to create a registration form for both staff and kids,Fun
story 3484, be able to create groups and add campers to the groups,Fun
story 3397," to be able to create, modify rules that campers and camp workers has to follow.",Fun
story 3534, be able to delete campers from the database,Fun
story 3548, be able to delete parents from the database,Fun
story 3512, be able to delete tasks/activities I scheduled,Fun
story 3340, be able to keep camper records from previous years,Fun
story 3448, be able to keep my information in one place,Fun
story 3352, be able to keep track of which camper submitted which forms,Fun
story 3435, be able to make nametags faster,Fun
story 3554, be able to modify a group's information,Fun
story 3518, be able to modify tasks/events I scheduled in case there is a change,Fun
story 3540, be able to modify the information of added parents,Fun
story 3526, be able to modify the information of enrolled campers,Fun
story 3463, be able to notify parents all at once,Fun
story 3334, be able to remove campers if they don't attend the camp anymore,Fun
story 3358, be able to schedule activities for campers,Fun
story 3500, be able to schedule tasks/activities for a specific camp group,Fun
story 3490, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3457, be able to see medical forms,Fun
story 3562, be able to see only events for a specific group/groups on the event calendar,Fun
story 3376, to be able to set a reminders related to specific tasks that has to be done.,Fun
story 3370, to be able to suspend a camper who had behavioral problems.,Fun
story 3346, be able to upload consent forms,Fun
story 3391, to be able to warn a camp worker who I think did his/her job inappropriate.,Fun
story 3384, be able toAssign different positions to the staff members,Fun
story 3469, be quickly log attendance everyday,Fun
story 3411, create an avenue so parents can submit feedback and general concerns,Fun
story 5450, to manage customizable relationship groups in support of patron see also option.,Fun
story 5359, to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.,Fun
story 5444, to manage subject classifications for ease of patron browsing and searching.,Fun
story 5353, to mark report/dataset not to be emailed/viewable due to error being discovered.,Fun
story 5582, to search for administrator accounts using full/partial email or name.,Fun
story 5556, to see a list of all administrators for ease of administering accounts.,Fun
story 5403, to see list of subscribers for specified report in order research missing report complaints.,Fun
story 5548, to set up or delete accounts for other administrators with various levels of permission.,Fun
story 5568, to unpublish a report/dataset if requested to do so by USDA agency.,Fun
story 5486, to upload new version of report/dataset while retaining previous versions for patron use.,Fun
story 5480, to upload revised report/dataset due to error in report/document.,Fun
story 5575, to add future release dates of reports/datasets to calendar for patron FYI.,Fun
story 5595," to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.",Fun
story 5543, to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.,Fun
story 5563, to have robust searching and tracking features for existing and newly created patron accounts.,Fun
story 5493," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5499," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5537, to login to personal account with access to authorized functions.,Fun
story 5451, to manage customizable relationship groups in support of patron see also option.,Fun
story 5360, to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.,Fun
story 5445, to manage subject classifications for ease of patron browsing and searching.,Fun
story 5354, to mark report/dataset not to be emailed/viewable due to error being discovered.,Fun
story 5583, to search for administrator accounts using full/partial email or name.,Fun
story 5557, to see a list of all administrators for ease of administering accounts.,Fun
story 5404, to see list of subscribers for specified report in order research missing report complaints.,Fun
story 5549, to set up or delete accounts for other administrators with various levels of permission.,Fun
story 5569, to unpublish a report/dataset if requested to do so by USDA agency.,Fun
story 5487, to upload new version of report/dataset while retaining previous versions for patron use.,Fun
story 5481, to upload revised report/dataset due to error in report/document.,Fun
story 5572, to add future release dates of reports/datasets to calendar for patron FYI.,Fun
story 5592," to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.",Fun
story 5540, to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.,Fun
story 5560, to have robust searching and tracking features for existing and newly created patron accounts.,Fun
story 5490," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5496," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5534, to login to personal account with access to authorized functions.,Fun
story 5448, to manage customizable relationship groups in support of patron see also option.,Fun
story 5357, to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.,Fun
story 5442, to manage subject classifications for ease of patron browsing and searching.,Fun
story 5351, to mark report/dataset not to be emailed/viewable due to error being discovered.,Fun
story 5580, to search for administrator accounts using full/partial email or name.,Fun
story 5554, to see a list of all administrators for ease of administering accounts.,Fun
story 5401, to see list of subscribers for specified report in order research missing report complaints.,Fun
story 5546, to set up or delete accounts for other administrators with various levels of permission.,Fun
story 5566, to unpublish a report/dataset if requested to do so by USDA agency.,Fun
story 5484, to upload new version of report/dataset while retaining previous versions for patron use.,Fun
story 5478, to upload revised report/dataset due to error in report/document.,Fun
story 5573, to add future release dates of reports/datasets to calendar for patron FYI.,Fun
story 5593," to administrate patron accounts for purpose of closing accounts, viewing subscriptions, changing subscriptions, resetting passwords, changing email address, etc.",Fun
story 5541, to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones.,Fun
story 5561, to have robust searching and tracking features for existing and newly created patron accounts.,Fun
story 5491," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5497," have the system recognize/categorize document type (e.g. historical report still published, expired historical report, single topic dataset, broad topic dataset, report with subtopic, computer file)",Fun
story 5535, to login to personal account with access to authorized functions.,Fun
story 5449, to manage customizable relationship groups in support of patron see also option.,Fun
story 5358, to manage report/dataset name changes so patrons are able to find historic reports that have a different name from current report.,Fun
story 5443, to manage subject classifications for ease of patron browsing and searching.,Fun
story 5352, to mark report/dataset not to be emailed/viewable due to error being discovered.,Fun
story 5581, to search for administrator accounts using full/partial email or name.,Fun
story 5555, to see a list of all administrators for ease of administering accounts.,Fun
story 5402, to see list of subscribers for specified report in order research missing report complaints.,Fun
story 5547, to set up or delete accounts for other administrators with various levels of permission.,Fun
story 5567, to unpublish a report/dataset if requested to do so by USDA agency.,Fun
story 5485, to upload new version of report/dataset while retaining previous versions for patron use.,Fun
story 5479, to upload revised report/dataset due to error in report/document.,Fun
story 4779, have a client interface that is familiar to me,Fun
story 4778, have a customer interface that is familiar to me,Fun
story 4780, have a end user interface that is familiar to me,Fun
story 3016, my data repository that validates data on edit,Fun
story 3017, my data repository that validates data on modify,Fun
story 2271, be indexed accurately,Fun
story 2276, be indexed accurately,Fun
story 2269, be indexed appropriately,Fun
story 2274, be indexed appropriately,Fun
story 2270, be indexed correctly,Fun
story 2275, be indexed correctly,Fun
story 2198, add the GTAS window data to the database,Fun
story 2197, add the GTAS window data to the database,Fun
story 4351, to be able to design my application on my own - though there will be a few rules I have to stand to.,Fun
story 2179, be able to log best,Fun
story 3021, customize an existing wizard for my specific type of data,Fun
story 3020, customize an existing wizard for my specific type of data,Fun
story 3022, customize an existing wizard for my specific type of data,Fun
story 2435, determine the better way to load historical FPDS data,Fun
story 2977, do exploratory data analysis in R and operationalize that analysis in Python,Fun
story 2193, to edit the Broker validation rule table to account for the rule updates in DB-2213.,Fun
story 2231, to edit the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.,Fun
story 2247, to emphasize that attempts to correct or delete non-existent records don't create new published data.,Fun
story 4332, to enable customers to provide feedback about my application and need an easy way to watch this feedback.,Fun
story 2246, to guarantee that attempts to correct or delete non-existent records don't create new published data.,Fun
story 4355, to have an easy way to define questions the client canAsk and perform.,Fun
story 4354, to have an easy way to define questions the customer canAsk and perform.,Fun
story 4356, to have an easy way to define questions the end user canAsk and perform.,Fun
story 4365, to have an easy way to read data from health sensors the client is wearing.,Fun
story 4364, to have an easy way to read data from health sensors the customer is wearing.,Fun
story 4366, to have an easy way to read data from health sensors the end user is wearing.,Fun
story 4345, to have detailed information of what happened when my application crashes on the user’s device.,Fun
story 4359, to have my application to be granted access to several operating system features.,Fun
story 6259," to have the app function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2 so that as many people as possible can fully use the application.",Fun
story 3621," have the app function correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2",Fun
story 6261," to have the application function accurately in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2 so that as many people as possible can fully use the application.",Fun
story 3623," have the application function accurately in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2",Fun
story 6260," to have the application function appropriately in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2 so that as many people as possible can fully use the application.",Fun
story 3622," have the application function appropriately in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2",Fun
story 6262," to have the application function properly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2 so that as many people as possible can fully use the application.",Fun
story 3624," have the application function properly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2",Fun
story 3173, have the subdomain beta.nsf.gov be collection up,Fun
story 3174, have the subdomain beta.nsf.gov be group up,Fun
story 2429, immediately access Broker application data,Fun
story 2431, instantly access Broker application data,Fun
story 2194, to modify the Broker validation rule table to account for the rule updates in DB-2213.,Fun
story 2232, to modify the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header.,Fun
story 4348, to present my application in several ways.,Fun
story 4325, to present my application toAs many peopleAs Possible.,Fun
story 4375, to provide an easy way to manage the client Settings.,Fun
story 4374, to provide an easy way to manage the customer Settings.,Fun
story 4376, to provide an easy way to manage the end user Settings.,Fun
story 2432, quickly access Broker app data,Fun
story 2430, rapidly access Broker application data,Fun
story 3011, use a command line tool that allows met to validate data,Fun
story 3013, use a command line tool that allows met to validate data,Fun
story 3012, use a command line tool that allows met to validate data,Fun
story 2548, Issue a Development-related Permit,Fun
story 3789, to expose the descriptive record for each ETD object for re-use external to Fedora.,Fun
story 3785," to have a method to add and remove multiple people to deposit groups in specific collections, to collection a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission.",Fun
story 3786," to have a method to add and remove multiple people to deposit groups in specific collections, to group a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission.",Fun
story 3776," to have the batch ingest tool to recognize and collection embargoes, permissions for embargoed items should be allow everyone to view metadata, and collection curator and repository administrators to download the files.",Fun
story 3777," to have the batch ingest tool to recognize and group embargoes, permissions for embargoed items should be allow everyone to view metadata, and collection curator and repository administrators to download the files.",Fun
story 3432, provide bi-weekly feedback to camper's parents,Fun
story 3426, store camper's immediate parent/guardian's information,Fun
story 3420, store campers' emergency information in a database,Fun
story 3482, be able to add parents,Fun
story 3368, be able to automatically create nametags for campers,Fun
story 3445, be able to create a registration form for both staff and kids,Fun
story 3488, be able to create groups and add campers to the groups,Fun
story 3401," to be able to create, modify rules that campers and camp workers has to follow.",Fun
story 3538, be able to delete campers from the database,Fun
story 3552, be able to delete parents from the database,Fun
story 3516, be able to delete tasks/activities I scheduled,Fun
story 3344, be able to keep camper records from previous years,Fun
story 3452, be able to keep my information in one place,Fun
story 3356, be able to keep track of which camper submitted which forms,Fun
story 3439, be able to make nametags faster,Fun
story 3558, be able to modify a group's information,Fun
story 3522, be able to modify tasks/events I scheduled in case there is a change,Fun
story 3544, be able to modify the information of added parents,Fun
story 3530, be able to modify the information of enrolled campers,Fun
story 3467, be able to notify parents all at once,Fun
story 3338, be able to remove campers if they don't attend the camp anymore,Fun
story 3362, be able to schedule activities for campers,Fun
story 3504, be able to schedule tasks/activities for a specific camp group,Fun
story 3494, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3461, be able to see medical forms,Fun
story 3566, be able to see only events for a specific group/groups on the event calendar,Fun
story 3380, to be able to set a reminders related to specific tasks that has to be done.,Fun
story 3374, to be able to suspend a camper who had behavioral problems.,Fun
story 3350, be able to upload consent forms,Fun
story 3395, to be able to warn a camp worker who I think did his/her job inappropriate.,Fun
story 3388, be able toAssign different positions to the staff members,Fun
story 3473, be quickly log attendance everyday,Fun
story 3415, create an avenue so parents can submit feedback and general concerns,Fun
story 3409, keep track of the usage of internal camp facilities,Fun
story 3433, provide bi-weekly feedback to camper's parents,Fun
story 3427, store camper's immediate parent/guardian's information,Fun
story 3421, store campers' emergency information in a database,Fun
story 3479, be able to add parents,Fun
story 3365, be able to automatically create nametags for campers,Fun
story 3442, be able to create a registration form for both staff and kids,Fun
story 3485, be able to create groups and add campers to the groups,Fun
story 3398," to be able to create, modify rules that campers and camp workers has to follow.",Fun
story 3535, be able to delete campers from the database,Fun
story 3549, be able to delete parents from the database,Fun
story 3513, be able to delete tasks/activities I scheduled,Fun
story 3341, be able to keep camper records from previous years,Fun
story 3449, be able to keep my information in one place,Fun
story 3353, be able to keep track of which camper submitted which forms,Fun
story 3436, be able to make nametags faster,Fun
story 3555, be able to modify a group's information,Fun
story 3519, be able to modify tasks/events I scheduled in case there is a change,Fun
story 3541, be able to modify the information of added parents,Fun
story 3527, be able to modify the information of enrolled campers,Fun
story 3464, be able to notify parents all at once,Fun
story 3335, be able to remove campers if they don't attend the camp anymore,Fun
story 3359, be able to schedule activities for campers,Fun
story 3501, be able to schedule tasks/activities for a specific camp group,Fun
story 3491, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3458, be able to see medical forms,Fun
story 3563, be able to see only events for a specific group/groups on the event calendar,Fun
story 3377, to be able to set a reminders related to specific tasks that has to be done.,Fun
story 3371, to be able to suspend a camper who had behavioral problems.,Fun
story 3347, be able to upload consent forms,Fun
story 3392, to be able to warn a camp worker who I think did his/her job inappropriate.,Fun
story 3385, be able toAssign different positions to the staff members,Fun
story 3470, be quickly log attendance everyday,Fun
story 3412, create an avenue so parents can submit feedback and general concerns,Fun
story 3406, keep track of the usage of internal camp facilities,Fun
story 3430, provide bi-weekly feedback to camper's parents,Fun
story 3424, store camper's immediate parent/guardian's information,Fun
story 3418, store campers' emergency information in a database,Fun
story 3480, be able to add parents,Fun
story 3366, be able to automatically create nametags for campers,Fun
story 3443, be able to create a registration form for both staff and kids,Fun
story 3486, be able to create groups and add campers to the groups,Fun
story 3399," to be able to create, modify rules that campers and camp workers has to follow.",Fun
story 3536, be able to delete campers from the database,Fun
story 3550, be able to delete parents from the database,Fun
story 3514, be able to delete tasks/activities I scheduled,Fun
story 3342, be able to keep camper records from previous years,Fun
story 3450, be able to keep my information in one place,Fun
story 3354, be able to keep track of which camper submitted which forms,Fun
story 3437, be able to make nametags faster,Fun
story 3556, be able to modify a group's information,Fun
story 3520, be able to modify tasks/events I scheduled in case there is a change,Fun
story 3542, be able to modify the information of added parents,Fun
story 3528, be able to modify the information of enrolled campers,Fun
story 3465, be able to notify parents all at once,Fun
story 3336, be able to remove campers if they don't attend the camp anymore,Fun
story 3360, be able to schedule activities for campers,Fun
story 3502, be able to schedule tasks/activities for a specific camp group,Fun
story 3492, be able to see all my camp groups and the events scheduled for each camp group,Fun
story 3459, be able to see medical forms,Fun
story 3564, be able to see only events for a specific group/groups on the event calendar,Fun
story 3378, to be able to set a reminders related to specific tasks that has to be done.,Fun
story 3372, to be able to suspend a camper who had behavioral problems.,Fun
story 3348, be able to upload consent forms,Fun
story 3393, to be able to warn a camp worker who I think did his/her job inappropriate.,Fun
story 3386, be able toAssign different positions to the staff members,Fun
story 3471, be quickly log attendance everyday,Fun
story 3413, create an avenue so parents can submit feedback and general concerns,Fun
story 3407, keep track of the usage of internal camp facilities,Fun
story 3431, provide bi-weekly feedback to camper's parents,Fun
story 3425, store camper's immediate parent/guardian's information,Fun
story 3419, store campers' emergency information in a database,Fun
story 6116, pay an annual fe,Fun
story 4577, access reports containing details of research projects in which data are classifiedAs sensitive or highly sensitive,Fun
story 4247," to create feedback forms within Neurohub, that my students can fill in and submit, in order to provide me with feedback about the course that they attended.",Fun
story 4551, know about all resources and services used for the data,Fun
story 4107, to view what my researchers were doing on a given date or period of time.,Fun
story 6396, to Comment on a cell in a tabular resource so that Highlight that something is wrong or highlight something important,Fun
story 6391, to Restrict (or allow) who can edit my tabular resource so that,Fun
story 6386, to Undo an edit to my resource so that,Fun
story 3303, begin drafting a research plan,Fun
story 3273, begin identifying interview participants,Fun
story 3326, conduct a user definition workshop with NSF,Fun
story 3232, continue scheduling interviews for hypothesis #1,Fun
story 3204, have a list of priority workflow candidates that we might test,Fun
story 3189, have the finalized OLPA task script,Fun
story 3198, have the WIG prototype,Fun
story 3259, know when outreach to lists is successful,Fun
story 3297, make sure the correct NSF people are invited to user interviews,Fun
story 3276, set up a website recruitment test,Fun
story 3183, test the user research plan,Fun
story 6162, view the license terms before purchasing or subscribin,Fun
story 2300, to see NASA grants displayedAs contracts.,Fun
story 4273, a mechanism for electronically sharing papers and notes with other researchers,Fun
story 6779, a way to recover my password when I forgot my log in password,Fun
story 5036, content files that comprise an object,Fun
story 4685, backend changes for bulk updating one enum value to another.,Fun
story 4668, backend changes for managing enum lists.,Fun
story 4682, backend changes to support loading enum value lists from the database.,Fun
story 4674, frontend changes for managing enum lists.,Fun
story 2398, more information about how many rows will be published prior to deciding whether to publish.,Fun
story 2306," the DUNS validations to accept records whose ActionDates are before the current registration date in SAM, but after the initial registration date.",Fun
story 2303," the DUNS validations to accept records whose ActionTypes are B, C, or D and the DUNS is registered in SAM, even though it may have expired.",Fun
